timestamp,open,close,high,low,volume
1569196800,9930.13,9930.13,9930.13,9930.13,0.001
1569283200,9637.93,8519.67,9665.05,7996.45,202.350799
1569369600,8528.12,8435.28,8724.77,8247.78,55.417971
1569456000,8434.45,8064.41,8453.2,7761.87,41.880079
1569542400,8078.75,8178.73,8259.96,7858.58,47.142904
1569628800,8199.4,8208.07,8320.51,8020.0,21.24093
1569715200,8210.66,8047.12,8220.38,7916.9,61.639171
1569801600,8058.25,8292.35,8322.99,7744.23,112.009925
1569888000,8281.4,8295.63,8498.23,8180.16,49.861058
1569974400,8305.0,8363.74,8367.97,8154.37,31.814659
1570060800,8369.31,8222.19,8386.65,8078.48,40.654746
1570147200,8227.57,8144.09,8232.85,8005.25,39.38286
1570233600,8134.38,8128.65,8179.58,8015.49,25.41557
1570320000,8128.65,7866.87,8148.88,7801.0,75.425625
1570406400,7860.25,8191.94,8289.0,7772.14,78.870991
1570492800,8205.09,8180.7,8322.42,8110.4,39.129437
1570579200,8178.47,8570.8,8662.01,8118.67,96.568413
1570665600,8565.75,8559.93,8640.58,8439.36,32.783931
1570752000,8560.99,8266.17,8772.46,8229.29,139.985707
1570838400,8255.24,8299.85,8394.78,8251.15,32.490636
1570924800,8294.16,8276.97,8448.7,8166.51,55.029713
1571011200,8273.46,8349.0,8371.24,8213.4,69.948401
1571097600,8349.91,8163.48,8400.92,8118.69,99.706251
1571184000,8162.08,7995.35,8179.74,7922.44,75.488533
1571270400,7995.35,8073.01,8122.45,7932.65,93.712189
1571356800,8070.24,7946.04,8115.37,7825.0,78.638399
1571443200,7947.23,7956.07,8080.03,7879.66,76.470455
1571529600,7952.67,8220.22,8288.14,7875.62,131.607879
1571616000,8222.0,8200.03,8324.66,8150.01,119.36608
1571702400,8196.41,8017.72,8294.04,8000.72,142.976904
1571788800,8015.96,7466.85,8044.28,7310.24,273.918751
1571875200,7466.85,7415.47,7492.37,7341.62,225.298306
1571961600,7415.47,8653.66,8776.6,7377.73,382.335815
1572048000,8655.5,9231.81,10352.43,8637.01,650.191206
1572134400,9232.69,9530.88,9787.69,9077.85,429.573986
1572220800,9528.62,9198.09,9901.97,9182.33,343.196832
1572307200,9202.96,9408.43,9533.79,9094.14,280.989401
1572393600,9407.96,9154.99,9407.96,9004.51,195.557213
1572480000,9168.24,9142.65,9400.0,8950.81,181.578946
1572566400,9141.77,9230.4,9270.25,9041.97,97.201588
1572652800,9237.7,9288.85,9366.42,9191.84,66.076289
1572739200,9320.52,9203.46,9361.62,9069.38,34.509873
1572825600,9199.9,9391.41,9505.13,9119.48,52.793238
1572912000,9395.14,9301.49,9454.72,9180.44,54.873119
1572998400,9308.69,9346.85,9429.6,9255.24,34.746287
1573084800,9342.01,9210.1,9371.03,9115.87,67.721284
1573171200,9207.76,8781.14,9253.18,8697.25,142.738944
1573257600,8773.61,8810.15,8875.14,8729.97,50.229502
1573344000,8802.19,9039.3,9137.31,8759.48,85.368805
1573430400,9044.51,8731.92,9065.8,8624.44,74.459175
1573516800,8712.08,8821.69,8874.22,8600.0,87.183872
1573603200,8823.72,8791.21,8841.26,8721.49,161.907523
1573689600,8791.22,8645.97,8808.57,8598.33,70.182731
1573776000,8645.97,8473.65,8783.3,8408.21,94.894971
1573862400,8479.04,8495.01,8535.98,8445.92,68.057582
1573948800,8495.01,8511.33,8626.55,8420.0,95.148871
1574035200,8511.51,8186.59,8511.51,8069.0,71.17284
1574121600,8182.71,8133.77,8208.97,8004.04,83.997387
1574208000,8134.49,8094.38,8229.5,8046.64,58.436428
1574294400,8097.84,7634.12,8132.71,7520.18,195.157049
1574380800,7628.15,7282.49,7721.84,6798.5,205.231104
1574467200,7277.26,7314.92,7343.76,7087.9,30.163185
1574553600,7321.06,6905.31,7334.4,6890.0,143.180018
1574640000,6901.05,7121.63,7369.92,6524.64,179.918842
1574726400,7114.36,7151.05,7335.85,7031.09,115.245337
1574812800,7155.73,7515.75,7648.1,6850.74,102.011077
1574899200,7506.5,7424.67,7643.22,7365.12,88.485575
1574985600,7412.07,7737.13,7855.0,7404.12,91.680678
1575072000,7737.98,7548.08,7800.0,7414.0,114.531438
1575158400,7540.08,7396.18,7542.65,7236.66,77.402772
1575244800,7405.58,7296.97,7419.16,7162.23,107.114703
1575331200,7296.96,7281.25,7399.97,7239.55,58.636189
1575417600,7284.86,7195.68,7751.07,7082.46,118.667835
1575504000,7180.59,7381.97,7480.67,7153.94,113.534324
1575590400,7376.79,7529.99,7597.04,7303.9,76.723168
1575676800,7542.59,7491.51,7611.36,7472.23,36.009011
1575763200,7485.51,7509.15,7562.68,7378.86,32.269798
1575849600,7511.64,7345.27,7645.75,7276.66,68.682337
1575936000,7337.84,7227.39,7405.29,7164.42,59.576235
1576022400,7230.5,7208.17,7271.71,7139.23,23.33556
1576108800,7210.16,7200.81,7292.67,7087.23,43.880735
1576195200,7196.03,7253.02,7302.72,7195.48,24.308115
1576281600,7254.49,7068.94,7269.11,7013.56,49.742195
1576368000,7066.69,7121.19,7196.62,7011.08,32.087207
1576454400,7123.79,6893.47,7152.66,6850.0,80.234618
1576540800,6891.13,6619.91,6937.54,6564.89,104.834435
1576627200,6626.58,7270.83,7411.91,6438.08,156.116394
1576713600,7285.03,7147.99,7366.95,7048.75,76.642129
1576800000,7156.13,7181.29,7214.26,7082.3,29.912234
1576886400,7188.86,7137.74,7190.69,7118.0,17.305598
1576972800,7137.36,7504.57,7512.47,7127.42,69.748961
1577059200,7510.48,7321.46,7689.98,7271.82,139.129644
1577145600,7312.63,7276.31,7430.89,7166.3,68.082751
1577232000,7262.39,7200.1,7272.13,7131.55,31.498899
1577318400,7205.02,7208.33,7432.08,7164.33,38.359558
1577404800,7208.33,7249.98,7273.96,7100.0,56.297457
1577491200,7253.94,7308.62,7361.77,7250.22,31.311032
1577577600,7312.34,7391.07,7526.48,7294.84,25.926258999999998
1577664000,7357.28,7244.3,7396.65,7227.31,75.239284
1577750400,7240.76,7197.33,7300.0,7146.0,50.669990999999996
1577836800,7180.46,7195.65,7245.54,7175.62,31.403883
1577923200,7191.39,6961.8,7210.05,6934.29,67.004407
1578009600,6958.14,7345.65,7404.24,6877.78,102.621386
1578096000,7344.55,7349.45,7403.98,7282.25,32.271372
1578182400,7363.88,7364.19,7489.84,7332.96,67.247638
1578268800,7359.4,7777.53,7796.86,7352.92,142.311675
1578355200,7785.53,8174.34,8198.98,7735.68,242.896066
1578441600,8174.37,8051.97,8456.12,7890.0,186.162188
1578528000,8036.44,7824.32,8036.44,7753.44,116.171338
1578614400,7813.16,8195.0,8195.0,7684.66,189.003029
1578700800,8195.0,8026.42,8290.0,8010.01,79.694317
1578787200,8010.01,8185.42,8192.05,7968.79,46.703006
1578873600,8186.81,8102.27,8186.81,8059.34,71.026524
